,,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node,exec_time,bw,final_node_allocation,final_gpu_allocation,deadline
280,334,334,de69ddc1064e,0.08333333333333333,2.0,1.0,4,8ccb9c9fe88b53537e096dd9,281,35929fbae1ff2edbf8ce0f1053e2adea,SERVER,11,7180.0,12121.0,12061.5,1975.2819939932187,1470.2898442789435,1,8,0,0,281,"[0.08333333333333333, 2.0]",,281,1470.2898442789435,"[1, 13]","['SERVER', 'SERVER']",2584.373115213528
281,335,335,de69ddc1064e,0.08333333333333333,2.0,1.0,30,8ccb9c9fe88b53537e096dd9,282,885e00718cb1412099cd4bdc0ba461b9,SERVER,11,7180.0,11751.0,11743.0,1975.2819939932187,1470.2898442789435,1,62,0,0,282,"[0.08333333333333333, 2.0]",,282,1470.2898442789435,"[13, 2]","['SERVER', 'RASPBERRY']",2612.5775268258576
282,336,336,de69ddc1064e,0.08333333333333333,2.0,1.0,24,8ccb9c9fe88b53537e096dd9,283,5ce9e0117f2139c2b104401dc475b351,SERVER,12,7180.0,12286.0,12408.0,1975.2819939932187,1470.2898442789435,1,50,0,0,283,"[0.08333333333333333, 2.0]",,283,1470.2898442789435,[7],['SERVER'],2605.0897153636047
283,337,337,de69ddc1064e,0.08333333333333333,2.0,1.0,62,8ccb9c9fe88b53537e096dd9,284,f9172cf4e5bb70b2d13939519c0e5afa,SERVER,11,7180.0,11732.0,11679.5,1975.2819939932187,1470.2898442789435,1,129,0,0,284,"[0.08333333333333333, 2.0]",,284,1470.2898442789435,"[0, 8]","['DESKTOP', 'RASPBERRY']",2644.1355875654995
284,338,338,de69ddc1064e,0.08333333333333333,2.0,1.0,34,8ccb9c9fe88b53537e096dd9,285,136476f657c79c67c996671095b6b6c6,SERVER,9,7180.0,11946.5,11984.0,1975.2819939932187,1470.2898442789435,1,70,0,0,285,"[0.08333333333333333, 2.0]",,285,1470.2898442789435,[4],['SERVER'],2615.4425361610574
285,339,339,de69ddc1064e,0.08333333333333333,2.0,1.0,27,8ccb9c9fe88b53537e096dd9,286,fa4b527a7ef5370d8fb02dbf8113ede1,SERVER,9,7180.0,11844.0,11842.0,1975.2819939932187,1470.2898442789435,1,56,0,0,286,"[0.08333333333333333, 2.0]",,286,1470.2898442789435,"[9, 9]","['DESKTOP', 'DESKTOP']",2608.9780476488513
286,340,340,de69ddc1064e,0.08333333333333333,2.0,1.0,61,8ccb9c9fe88b53537e096dd9,287,dbc447bd36289da23b256ec1d3b31c16,SERVER,9,7180.0,12159.5,12052.0,1975.2819939932187,1470.2898442789435,1,127,0,0,287,"[0.08333333333333333, 2.0]",,287,1470.2898442789435,"[4, 5, 1, 8]","['SERVER', 'RASPBERRY', 'SERVER', 'RASPBERRY']",2647.86153333325
246,294,294,c9e676ebc7ef,0.6666666666666666,16.0,8.0,118,28dbedeb830a7a6ebc9dcdb7,247,c312e7ef5c8f242b5f746a0a849850e6,SERVER,3,294.0,76.0,76.0,4576.53125,977.1555555555556,1,1966,0,0,288,"[0.6666666666666666, 16.0]",,288,977.1555555555556,"[10, 9]","['SERVER', 'DESKTOP']",2388.8002524144645
287,341,341,de69ddc1064e,0.08333333333333333,2.0,1.0,38,8ccb9c9fe88b53537e096dd9,288,3167b4d912d51b14d59491b152565b82,SERVER,9,7180.0,11608.5,11523.0,1975.2819939932187,1470.2898442789435,1,79,0,0,288,"[0.08333333333333333, 2.0]",,288,1470.2898442789435,"[1, 8, 8, 2, 1]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2622.5610820080187
288,342,342,de69ddc1064e,0.08333333333333333,2.0,1.0,71,8ccb9c9fe88b53537e096dd9,289,4d22eff108e14381e303a4c7c431afd2,SERVER,10,7180.0,12470.5,12460.0,1975.2819939932187,1470.2898442789435,1,147,0,0,289,"[0.08333333333333333, 2.0]",,289,1470.2898442789435,[4],['SERVER'],2656.515001516205
289,343,343,de69ddc1064e,0.08333333333333333,2.0,1.0,24,8ccb9c9fe88b53537e096dd9,290,0df910a1b77cb1a81dcda74190b90b5d,SERVER,16,7180.0,12312.0,12258.0,1975.2819939932187,1470.2898442789435,1,50,0,0,290,"[0.08333333333333333, 2.0]",,290,1470.2898442789435,"[4, 1]","['SERVER', 'SERVER']",2606.4232465504338
290,344,344,de69ddc1064e,0.08333333333333333,2.0,1.0,11,8ccb9c9fe88b53537e096dd9,291,07b9746380e84ccbfe0e879a2c10cf40,SERVER,9,7180.0,12221.5,12105.0,1975.2819939932187,1470.2898442789435,1,22,0,0,291,"[0.08333333333333333, 2.0]",,291,1470.2898442789435,"[8, 11, 13, 4]","['RASPBERRY', 'RASPBERRY', 'SERVER', 'SERVER']",2592.1128384835015
291,345,345,de69ddc1064e,0.08333333333333333,2.0,1.0,75,8ccb9c9fe88b53537e096dd9,292,50774171fa5ed431a54adf33999ec12b,SERVER,9,7180.0,11922.5,11922.0,1975.2819939932187,1470.2898442789435,1,156,0,0,292,"[0.08333333333333333, 2.0]",,292,1470.2898442789435,"[13, 11, 13]","['SERVER', 'RASPBERRY', 'SERVER']",2658.30821873004
292,346,346,de69ddc1064e,0.08333333333333333,2.0,1.0,49,8ccb9c9fe88b53537e096dd9,293,e9055e29a397b5a6226309576f5be388,SERVER,10,7180.0,11835.0,11775.0,1975.2819939932187,1470.2898442789435,1,102,0,0,293,"[0.08333333333333333, 2.0]",,293,1470.2898442789435,"[4, 8, 11, 14, 11]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",2634.398609039336
293,347,347,de69ddc1064e,0.08333333333333333,2.0,1.0,17,8ccb9c9fe88b53537e096dd9,294,21230bd47c684cef2c3bc873068919e0,SERVER,10,7180.0,12169.0,12143.0,1975.2819939932187,1470.2898442789435,1,35,0,0,294,"[0.08333333333333333, 2.0]",,294,1470.2898442789435,"[4, 8, 13]","['SERVER', 'RASPBERRY', 'SERVER']",2599.3674635066
294,348,348,de69ddc1064e,0.08333333333333333,2.0,1.0,41,8ccb9c9fe88b53537e096dd9,295,7713b57f6bc68186f39d999bf6b301c5,SERVER,9,7180.0,11918.0,11603.0,1975.2819939932187,1470.2898442789435,1,85,0,0,295,"[0.08333333333333333, 2.0]",,295,1470.2898442789435,"[4, 2, 5]","['SERVER', 'RASPBERRY', 'RASPBERRY']",2624.08416303691
295,349,349,de69ddc1064e,0.08333333333333333,2.0,1.0,31,8ccb9c9fe88b53537e096dd9,296,3262b5732c5849ebe15b778f0ec03e91,SERVER,10,7180.0,12343.0,12347.0,1975.2819939932187,1470.2898442789435,1,64,0,0,296,"[0.08333333333333333, 2.0]",,296,1470.2898442789435,"[9, 8, 8, 1]","['DESKTOP', 'RASPBERRY', 'RASPBERRY', 'SERVER']",2614.340061080979
296,350,350,de69ddc1064e,0.08333333333333333,2.0,1.0,38,8ccb9c9fe88b53537e096dd9,297,f46387a6cabc5f6e35cb4e95cb17e2e8,SERVER,9,7180.0,11909.0,11882.5,1975.2819939932187,1470.2898442789435,1,79,0,0,297,"[0.08333333333333333, 2.0]",,297,1470.2898442789435,"[2, 4, 8]","['RASPBERRY', 'SERVER', 'RASPBERRY']",2620.4153553172587
297,351,351,de69ddc1064e,0.08333333333333333,2.0,1.0,85,8ccb9c9fe88b53537e096dd9,298,cd492717e37c56cd505e4db3a0ef580b,SERVER,10,7180.0,11801.0,11838.5,1975.2819939932187,1470.2898442789435,1,177,0,0,298,"[0.08333333333333333, 2.0]",,298,1470.2898442789435,"[8, 4, 13, 8, 8]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY', 'RASPBERRY']",2666.3931732536726
298,352,352,de69ddc1064e,0.08333333333333333,2.0,1.0,17,8ccb9c9fe88b53537e096dd9,299,b7849de0d2008cdb7291b8e0a464fd8c,SERVER,9,7180.0,12123.0,12283.5,1975.2819939932187,1470.2898442789435,1,35,0,0,299,"[0.08333333333333333, 2.0]",,299,1470.2898442789435,"[9, 13, 9]","['DESKTOP', 'SERVER', 'DESKTOP']",2599.0220539699117
299,353,353,de69ddc1064e,0.08333333333333333,2.0,1.0,51,8ccb9c9fe88b53537e096dd9,300,059e188aa697f5d8577f777c7c45d13e,SERVER,9,7180.0,11923.0,11928.5,1975.2819939932187,1470.2898442789435,1,106,0,0,300,"[0.08333333333333333, 2.0]",,300,1470.2898442789435,[13],['SERVER'],2632.397397712477
300,354,354,de69ddc1064e,0.08333333333333333,2.0,1.0,10,8ccb9c9fe88b53537e096dd9,301,3209d6b6bf6d7fbcb7981a95dae78abe,SERVER,9,7180.0,11606.0,11700.0,1975.2819939932187,1470.2898442789435,1,20,0,0,301,"[0.08333333333333333, 2.0]",,301,1470.2898442789435,"[1, 12]","['SERVER', 'DESKTOP']",2591.1320202754455
301,355,355,de69ddc1064e,0.08333333333333333,2.0,1.0,39,8ccb9c9fe88b53537e096dd9,302,bd530a9e142a1824a536ff7b20718511,SERVER,9,7180.0,12123.0,12118.5,1975.2819939932187,1470.2898442789435,1,81,0,0,302,"[0.08333333333333333, 2.0]",,302,1470.2898442789435,"[7, 2]","['SERVER', 'RASPBERRY']",2622.148030992786
302,356,356,de69ddc1064e,0.08333333333333333,2.0,1.0,95,8ccb9c9fe88b53537e096dd9,303,89ea99bddcdd34e972a262b063022ca9,SERVER,10,7180.0,12204.5,12033.0,1975.2819939932187,1470.2898442789435,1,197,0,0,303,"[0.08333333333333333, 2.0]",,303,1470.2898442789435,[7],['SERVER'],2684.8007658075667
303,357,357,de69ddc1064e,0.08333333333333333,2.0,1.0,76,8ccb9c9fe88b53537e096dd9,304,413846531caa3b3246ccf268bb4c61b0,SERVER,8,7180.0,11904.5,11851.0,1975.2819939932187,1470.2898442789435,1,158,0,0,304,"[0.08333333333333333, 2.0]",,304,1470.2898442789435,"[13, 4]","['SERVER', 'SERVER']",2661.208634470888
304,358,358,de69ddc1064e,0.08333333333333333,2.0,1.0,82,8ccb9c9fe88b53537e096dd9,305,fe1e12fb9979be4bf1e3e429cac61d76,SERVER,8,7180.0,12035.0,12097.0,1975.2819939932187,1470.2898442789435,1,170,0,0,305,"[0.08333333333333333, 2.0]",,305,1470.2898442789435,"[9, 9]","['DESKTOP', 'DESKTOP']",2666.9074257514876
305,359,359,3960a1141089,0.08333333333333333,2.0,1.0,32,a757f125d866d5722ec3bfc2,306,05eaf765ae5d0beae91f2949c3c6acc6,SERVER,5,1699.0,59.5,59.5,18756.470156628806,22095.628515687637,1,66,0,0,306,"[0.08333333333333333, 2.0]",,306,22095.628515687637,[1],['SERVER'],2629.4233956964677
306,360,360,3f5d4699c3a6,3.3333333333333335,6.666666666666667,10.0,48,bcefc24202843f241d4a17ec,307,85dd928fea09c9ca3e8ad832a369fbd3,SERVER,11,225.0,1238.0,1261.0,107451.40909090907,42352.25668449199,1,480,0,0,307,"[3.3333333333333335, 6.666666666666667]",,307,42352.25668449199,"[0, 0]","['DESKTOP', 'DESKTOP']",2720.0578136545037
307,361,361,262fbc8b0c98,0.3333333333333333,2.0,1.0,68,5241fd7d9a59d5917a2b54de,308,53139890761b819cb5612e6830f2966b,SERVER,10,380.0,239.0,239.0,3809.0906566548083,2572.3397145601757,1,158,0,0,308,"[0.3333333333333333, 2.0]",,308,2572.3397145601757,"[9, 8, 9, 4, 8]","['DESKTOP', 'RASPBERRY', 'DESKTOP', 'SERVER', 'RASPBERRY']",2740.393428374527
308,362,362,262fbc8b0c98,0.3333333333333333,2.0,1.0,53,5241fd7d9a59d5917a2b54de,309,e0934f99110d90cd8ff4d75872e844d9,SERVER,7,380.0,238.0,235.0,3809.0906566548083,2572.3397145601757,1,123,0,0,309,"[0.3333333333333333, 2.0]",,309,2572.3397145601757,"[9, 13, 9, 8, 14]","['DESKTOP', 'SERVER', 'DESKTOP', 'RASPBERRY', 'RASPBERRY']",2726.04466632315
309,363,363,262fbc8b0c98,0.3333333333333333,2.0,1.0,94,5241fd7d9a59d5917a2b54de,310,da3349ba58ad4846ca7f64d67d1d4993,SERVER,6,380.0,238.0,236.0,3809.0906566548083,2572.3397145601757,1,219,0,0,310,"[0.3333333333333333, 2.0]",,310,2572.3397145601757,"[13, 13]","['SERVER', 'SERVER']",2776.471865905928
310,364,364,262fbc8b0c98,0.3333333333333333,2.0,1.0,57,5241fd7d9a59d5917a2b54de,311,a77593c0e8ed10454c81a1646e9bc0f4,SERVER,6,380.0,237.0,240.0,3809.0906566548083,2572.3397145601757,1,133,0,0,311,"[0.3333333333333333, 2.0]",,311,2572.3397145601757,[7],['SERVER'],2732.1627445728936
311,365,365,262fbc8b0c98,0.3333333333333333,2.0,1.0,38,5241fd7d9a59d5917a2b54de,312,85ab667283ab4e96864871c50379da7f,SERVER,7,380.0,241.0,238.0,3809.0906566548083,2572.3397145601757,1,88,0,0,312,"[0.3333333333333333, 2.0]",,312,2572.3397145601757,"[4, 1, 8]","['SERVER', 'SERVER', 'RASPBERRY']",2715.618895549993
312,366,366,262fbc8b0c98,0.3333333333333333,2.0,1.0,12,5241fd7d9a59d5917a2b54de,313,539e9beeaf1458bfb27827bb0419577f,SERVER,6,380.0,241.0,238.0,3809.0906566548083,2572.3397145601757,1,28,0,0,313,"[0.3333333333333333, 2.0]",,313,2572.3397145601757,[13],['SERVER'],2688.140321995486
313,367,367,262fbc8b0c98,0.3333333333333333,2.0,1.0,102,5241fd7d9a59d5917a2b54de,314,9316e4f45e20a39c854c3e8297ac8115,SERVER,6,380.0,240.0,237.0,3809.0906566548083,2572.3397145601757,1,238,0,0,314,"[0.3333333333333333, 2.0]",,314,2572.3397145601757,[9],['DESKTOP'],2778.1078757168734
314,368,368,262fbc8b0c98,0.3333333333333333,2.0,1.0,15,5241fd7d9a59d5917a2b54de,315,8142f8f75bad05430f4c8fb6dc9291ed,SERVER,6,380.0,238.0,234.5,3809.0906566548083,2572.3397145601757,1,35,0,0,315,"[0.3333333333333333, 2.0]",,315,2572.3397145601757,"[9, 1, 8, 2]","['DESKTOP', 'SERVER', 'RASPBERRY', 'RASPBERRY']",2690.8372723825896
315,369,369,262fbc8b0c98,0.3333333333333333,2.0,1.0,89,5241fd7d9a59d5917a2b54de,316,6fcbdb161219c2454752b396b6298139,SERVER,14,380.0,244.0,244.0,3809.0906566548083,2572.3397145601757,1,207,0,0,316,"[0.3333333333333333, 2.0]",,316,2572.3397145601757,"[4, 4, 8]","['SERVER', 'SERVER', 'RASPBERRY']",2767.3695216430824
316,370,370,262fbc8b0c98,0.3333333333333333,2.0,1.0,90,5241fd7d9a59d5917a2b54de,317,66e132091326303a629d1d94ed4ef0bd,SERVER,11,380.0,235.0,234.0,3809.0906566548083,2572.3397145601757,1,210,0,0,317,"[0.3333333333333333, 2.0]",,317,2572.3397145601757,[13],['SERVER'],2774.0154794555488
317,371,371,262fbc8b0c98,0.3333333333333333,2.0,1.0,52,5241fd7d9a59d5917a2b54de,318,3ab165b3ec4e00050afce9f8734b603b,SERVER,11,380.0,238.0,236.5,3809.0906566548083,2572.3397145601757,1,121,0,0,318,"[0.3333333333333333, 2.0]",,318,2572.3397145601757,"[2, 9, 4]","['RASPBERRY', 'DESKTOP', 'SERVER']",2732.9639795779567
318,372,372,262fbc8b0c98,0.3333333333333333,2.0,1.0,54,5241fd7d9a59d5917a2b54de,319,fd304fe04d3e754d6ff2c90de2395259,SERVER,9,380.0,235.0,231.5,3809.0906566548083,2572.3397145601757,1,126,0,0,319,"[0.3333333333333333, 2.0]",,319,2572.3397145601757,[13],['SERVER'],2738.3312690760463
319,374,374,c677a0acf7c0,1.6666666666666667,3.3333333333333335,5.0,44,2fe46f64538b8943a9882bab,320,461336ebcdb55e6754d6eaf5a3c5e1f5,SERVER,10,3774.0,3627.0,3607.0,5188.429075667328,2801.928571428572,1,220,0,0,320,"[1.6666666666666667, 3.3333333333333335]",,320,2801.928571428572,"[5, 1, 11]","['RASPBERRY', 'SERVER', 'RASPBERRY']",2778.123260443678
320,375,375,27390ef59c1f,0.08333333333333333,2.0,1.0,19,7cc6edae55387addd38604b5,321,7e96bbe135d61ab71be7edd6ac140863,SERVER,3,956.0,161.5,161.5,542.8506097560977,374.7634069400631,1,39,0,0,321,"[0.08333333333333333, 2.0]",,321,374.7634069400631,"[9, 4]","['DESKTOP', 'SERVER']",2764.675198151012
321,376,376,58540f191766,0.3333333333333333,2.0,1.0,81,d894fd1af131ed7a296716b5,322,6c82f7b0b53c80bb56953c4b4217a164,SERVER,11,345.0,4032.5,8172.0,7914.727272727273,995.821870701513,1,189,0,0,322,"[0.3333333333333333, 2.0]",,322,995.821870701513,"[4, 2, 4, 4]","['SERVER', 'RASPBERRY', 'SERVER', 'SERVER']",2835.1621585473467
322,377,377,1480b75a8c96,0.3333333333333333,2.0,1.0,62,f2c4b7ef9bca7bf8390f05cd,323,7f6e2db9c7c819193de965504d24d84b,SERVER,3,325.0,24.0,24.0,6732.520833333334,1595.7,1,144,0,0,323,"[0.3333333333333333, 2.0]",,323,1595.7,"[2, 14]","['RASPBERRY', 'RASPBERRY']",2820.6812174593106
324,380,380,45bd92802aa9,0.6666666666666666,2.0,1.0,60,21858ac282f1092bb15f8831,325,06184857b49fa6c26fc95c016f82ab60,SERVER,3,287.0,15.0,15.0,2467.0040935672514,3956.5,1,160,0,0,325,"[0.6666666666666666, 2.0]",,325,3956.5,"[1, 1]","['SERVER', 'SERVER']",2905.046659896615
325,383,383,5b1345f03aa1,0.08333333333333333,2.0,1.0,78,4338499d3c24cc35be17b44c,326,97bd315743a51939d6105ffc4e29ae2a,SERVER,8,436.0,202.5,202.5,3987.3481058112393,2143.128573005187,1,162,0,0,326,"[0.08333333333333333, 2.0]",,326,2143.128573005187,"[2, 9, 13, 8, 2]","['RASPBERRY', 'DESKTOP', 'SERVER', 'RASPBERRY', 'RASPBERRY']",3003.2185246565105
326,384,384,5b1345f03aa1,0.08333333333333333,2.0,1.0,91,4338499d3c24cc35be17b44c,327,948b5728a68bdc7c67ce6d1857ec86f6,SERVER,12,436.0,138.5,138.5,3987.3481058112393,2143.128573005187,1,189,0,0,327,"[0.08333333333333333, 2.0]",,327,2143.128573005187,"[11, 2, 5, 1]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",3028.8373077496144
327,386,386,a8192d6b0ae9,0.3333333333333333,2.0,1.0,98,30185446faeb493c1d55cacd,328,dd25e62313d921da761b75c8cce75827,SERVER,6,693.0,46.0,46.0,6364.689130434783,3191.8546409499722,1,228,0,0,328,"[0.3333333333333333, 2.0]",,328,3191.8546409499722,"[1, 8, 8, 8, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",3053.4169972380782
328,387,387,58540f191766,0.3333333333333333,2.0,1.0,70,d894fd1af131ed7a296716b5,329,e25f9c29638c847a182bd288e6f2b341,SERVER,8,345.0,16029.0,16029.0,7914.727272727273,995.821870701513,1,163,0,0,329,"[0.3333333333333333, 2.0]",,329,995.821870701513,"[9, 1, 13, 8]","['DESKTOP', 'SERVER', 'SERVER', 'RASPBERRY']",3039.333965091684
329,388,388,262fbc8b0c98,1.0,2.0,1.0,36,5241fd7d9a59d5917a2b54de,330,aea3d0ed04aefa8352b99f921c5f06c9,SERVER,7,380.0,533.0,579.0,3809.0906566548083,2572.3397145601757,1,108,0,0,330,"[1.0, 2.0]",,330,2572.3397145601757,"[9, 4, 1]","['DESKTOP', 'SERVER', 'SERVER']",3013.2754361655
330,390,390,5b1345f03aa1,0.16666666666666666,2.0,1.0,114,4338499d3c24cc35be17b44c,331,3ac0e2744b2ea6384c660d2c36ec8f2a,SERVER,6,436.0,262.0,262.0,3987.3481058112393,2143.128573005187,1,246,0,0,331,"[0.16666666666666666, 2.0]",,331,2143.128573005187,"[1, 8, 1, 8, 2]","['SERVER', 'RASPBERRY', 'SERVER', 'RASPBERRY', 'RASPBERRY']",3118.6207708005772
331,391,391,47baba33cffe,0.6666666666666666,10.666666666666666,1.0,1,0381d6db958250b056960f1d,332,d41fcf3d6244e9d95f1983a33d92d970,SERVER,3,3123.5,2518.0,2518.0,7468.122727272727,1580.344647545628,1,11,0,0,332,"[0.6666666666666666, 10.666666666666666]",,332,1580.344647545628,"[7, 13, 9, 13]","['SERVER', 'SERVER', 'DESKTOP', 'SERVER']",2998.025657581835
332,392,392,42aa9724a88c,0.3333333333333333,2.0,1.0,68,e14f55e56de8f9e707c8ff95,333,43f634a30a89c6d4bd5837d7a506e551,SERVER,6,57.0,52.0,51.0,8494.549242424242,3794.1818181818185,1,158,0,0,333,"[0.3333333333333333, 2.0]",,333,3794.1818181818185,"[2, 7, 8, 9, 9]","['RASPBERRY', 'SERVER', 'RASPBERRY', 'DESKTOP', 'DESKTOP']",3080.0558202978596
333,393,393,edc10645cc3f,0.6666666666666666,5.333333333333333,1.0,91,fdca1b26347a096dc8cd73ec,334,48da7c0ff07371d5d62a0f9e453508ad,SERVER,12,937.0,38903.0,40195.5,2724.4435767195764,1338.1471555267144,1,546,0,0,334,"[0.6666666666666666, 5.333333333333333]",,334,1338.1471555267144,"[13, 7, 13]","['SERVER', 'SERVER', 'SERVER']",3105.605738363756
334,394,394,d4d51aca8806,0.0,0.6666666666666666,1.0,14,1ccc18d7d13073b642b3a016,335,47a88485ef7b6158ac4a09f146887f2b,SERVER,2,386.0,10929.0,35.0,0.0,0.0,1,9,0,0,335,"[0.0, 0.6666666666666666]",,335,0.0,"[8, 9]","['RASPBERRY', 'DESKTOP']",3053.0451713290336
335,396,396,7b76597f4283,0.16666666666666666,2.0,1.0,97,40df54e413d319037102e297,336,cfe03342b3b41915fbe0749b4d9f9d21,SERVER,12,1140.0,2372.0,2356.0,2715.948717948718,2329.693755347013,1,210,0,0,336,"[0.16666666666666666, 2.0]",,336,2329.693755347013,[7],['SERVER'],3183.523709701114
336,400,400,45bd92802aa9,0.6666666666666666,2.0,1.0,44,21858ac282f1092bb15f8831,337,328142b849b06c5ab185f473787afe6c,SERVER,3,287.0,15.0,15.0,2467.0040935672514,3956.5,1,117,0,0,337,"[0.6666666666666666, 2.0]",,337,3956.5,"[1, 2, 8]","['SERVER', 'RASPBERRY', 'RASPBERRY']",3203.520013224578
337,401,401,b3bfe9b79bb5,0.0,1.3333333333333333,2.0,111,e8efa65aa22dff1e98ff15d7,338,59dc601dc1c18313b51f975bb1cd0bbc,SERVER,3,816.0,34678.0,34684.0,0.0,0.0,1,148,0,0,338,"[0.0, 1.3333333333333333]",,338,0.0,"[2, 8, 8, 4]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'SERVER']",3277.7644222280887
338,403,403,f14128db0160,0.6666666666666666,2.0,1.0,9,845ebc87e40bad0db5b37e26,339,dbff4bd42d475a7d7ea77c6f3ca824db,SERVER,46,87.0,184.0,183.5,6226.697058823531,960.6333333333332,1,24,0,0,339,"[0.6666666666666666, 2.0]",,339,960.6333333333332,"[5, 14]","['RASPBERRY', 'RASPBERRY']",3178.3733473604534
339,404,404,354e3b81c515,0.3333333333333333,2.0,1.0,38,0be3971157d6c504afbc3397,340,ef4f8bb2aad7e336a9b2e98250f37a15,SERVER,8,28.0,30.0,29.5,10856.285714285714,5006.5,1,88,0,0,340,"[0.3333333333333333, 2.0]",,340,5006.5,[1],['SERVER'],3225.0744419856023
323,378,378,69d8872acc41,1.3333333333333333,12.0,2.0,38,5e71584c514d8e17662ffd10,324,23cdc41ad6d5fb16288e6805652891ba,SERVER,3,2203.5,3518.0,3518.0,1429.082191780822,921.6984126984128,1,506,0,0,341,"[1.3333333333333333, 12.0]",,341,921.6984126984128,[7],['SERVER'],2872.0070040103396
340,405,405,7b76597f4283,0.3333333333333333,2.0,1.0,18,40df54e413d319037102e297,341,c94ea40785c0ede981618383c166362a,SERVER,12,1140.0,1824.5,1824.5,3057.694915254237,2028.2012072434609,1,42,0,0,341,"[0.3333333333333333, 2.0]",,341,2028.2012072434609,[1],['SERVER'],3210.033167245548
341,406,406,5b1345f03aa1,0.0,2.0,1.0,81,4338499d3c24cc35be17b44c,342,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,3,436.0,54.0,63.0,0.0,0.0,1,162,0,0,342,"[0.0, 2.0]",,342,0.0,"[8, 1, 1, 8]","['RASPBERRY', 'SERVER', 'SERVER', 'RASPBERRY']",3288.7032545835086
342,407,407,5b1345f03aa1,0.3333333333333333,2.0,1.0,14,4338499d3c24cc35be17b44c,343,7f3cb3b8a90a3d4f8ebdd810fddf330e,SERVER,5,436.0,54.0,48.0,3987.3481058112393,2143.128573005187,1,32,0,0,343,"[0.3333333333333333, 2.0]",,343,2143.128573005187,[1],['SERVER'],3223.57512630327
343,408,408,4d95fa282778,0.3333333333333333,2.0,1.0,82,37423403daa3e62e294e12da,344,a6ae2e4b0cf7cfff885a9007bd5d4416,SERVER,3,1522.0,1733.0,1733.0,7268.433333333332,6029.76,1,191,0,0,344,"[0.3333333333333333, 2.0]",,344,6029.76,"[8, 8, 11, 11]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",3360.4572998427448
344,409,409,4d95fa282778,0.3333333333333333,2.0,1.0,95,37423403daa3e62e294e12da,345,87155027fd0f0fa41989ff89c6c844ae,SERVER,3,1522.0,1552.0,1552.0,7268.433333333332,6029.76,1,221,0,0,345,"[0.3333333333333333, 2.0]",,345,6029.76,"[9, 9, 14, 1, 1]","['DESKTOP', 'DESKTOP', 'RASPBERRY', 'SERVER', 'SERVER']",3378.3962274610135
345,410,410,4d95fa282778,0.3333333333333333,2.0,1.0,101,37423403daa3e62e294e12da,346,87653926e821e7e2d8f14e88a3f6418d,SERVER,3,1522.0,1341.0,1341.0,7268.433333333332,6029.76,1,235,0,0,346,"[0.3333333333333333, 2.0]",,346,6029.76,"[1, 1]","['SERVER', 'SERVER']",3381.81400743687
346,411,411,4d95fa282778,0.3333333333333333,2.0,1.0,57,37423403daa3e62e294e12da,347,bf2312dd5c3a46ee410d3279d2d9a8d1,SERVER,2,1522.0,1281.5,1281.5,7268.433333333332,6029.76,1,133,0,0,347,"[0.3333333333333333, 2.0]",,347,6029.76,"[4, 4]","['SERVER', 'SERVER']",3337.1192846442677
347,412,412,4d95fa282778,0.3333333333333333,2.0,1.0,81,37423403daa3e62e294e12da,348,f97590ef887a17714c211482902b024f,SERVER,4,1522.0,1330.5,1330.5,7268.433333333332,6029.76,1,189,0,0,348,"[0.3333333333333333, 2.0]",,348,6029.76,"[4, 14, 4]","['SERVER', 'RASPBERRY', 'SERVER']",3361.116283272745
348,413,413,4d95fa282778,0.3333333333333333,2.0,1.0,16,37423403daa3e62e294e12da,349,2f41cebf3d667456c0b387f43b4a0feb,SERVER,3,1522.0,1547.5,1547.5,7268.433333333332,6029.76,1,37,0,0,349,"[0.3333333333333333, 2.0]",,349,6029.76,"[8, 5, 14, 5]","['RASPBERRY', 'RASPBERRY', 'RASPBERRY', 'RASPBERRY']",3297.115251089579
349,414,414,4d95fa282778,0.3333333333333333,2.0,1.0,49,37423403daa3e62e294e12da,350,870f0da8c4d4f8686ecb0c575feae229,SERVER,3,1522.0,1416.5,1416.5,7268.433333333332,6029.76,1,114,0,0,350,"[0.3333333333333333, 2.0]",,350,6029.76,"[1, 9, 8, 8]","['SERVER', 'DESKTOP', 'RASPBERRY', 'RASPBERRY']",3331.965961051704
350,415,415,4d95fa282778,0.3333333333333333,2.0,1.0,60,37423403daa3e62e294e12da,351,14259fc1b11fdcd70109cf02648db2c3,SERVER,3,1522.0,2244.0,2244.0,7268.433333333332,6029.76,1,140,0,0,351,"[0.3333333333333333, 2.0]",,351,6029.76,"[1, 8, 4]","['SERVER', 'RASPBERRY', 'SERVER']",3344.8371985953872
